Column,Method,Sample Name,CAS ,RT,Signal,Matrix ID Name,MeOH,ACN,DMSO,DCM,CHCl3,solute_smiles
PFP,method_1,"1,2-Bis(4-hydroxyphenyl)ethane-1,2-dione",33288-79-8,5.79,1,matrix ID PFP 1,1,0,1,0,0,Did not work
PFP,method_1,"1,3-Bis(trifluoromethyl)-5-bromobenzene",328-70-1,5.872,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"1,3-Butanediol-diacrylate",19485-03-1,5.198,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"1,3-Dimethyl 2-[(4-methoxyphenyl)methylene]propanedioate",7443-25-6,3.099,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"1,3-Diphenylacetone_p-tosylhydrazone",19816-88-7,5.264,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"1,4-Bis(bromomethyl)-2,3,5,6-tetrafluorobenzene_",776-40-9,5.595,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"1,4-Cyclohexanedicarboxylic-acid",1076-97-7,4.829,1,matrix ID PFP 1,1,0,0,0,1,Did not work
PFP,method_1,"1,4-Dibromo-2,3-butanedione",6305-43-7,3.027,1,matrix ID PFP 1,1,1,1,1,0,Did not work
PFP,method_1,1-(4-Biphenyl)-1-ethanol,3562-73-0,4.951,1,matrix ID PFP 1,1,1,0,1,0,Did not work
PFP,method_1,"1-(9H-Fluoren-9-ylmethyl) (2S,4S)-4-[[(1,1-dimethylethoxy)carbonyl]amino]-1,2-pyrrolidinedicarboxylate_",221352-74-5,5.201,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,1-(tert-Butoxycarbonyl)-4-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-piperazinecarboxylic_acid,218278-58-1,5.347,1,matrix ID PFP 1,0,0,1,1,1,Did not work
PFP,method_1,1-BROMO-3-METHYLBUTANE,107-82-4,0.0,0,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,1-Benzofuran-5-carboxylic_acid,90721-27-0,4.373,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,1-Benzylpiperidine,2905-56-8,2.972,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,1-Bromo-4-(trifluoromethoxy)benzene,407-14-7,5.208,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,1-Bromopentanemethylbenzene,5153-40-2,6.202,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,1-Phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic_acid,98534-81-7,4.674,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,1-Pyrenemethanol,24463-15-8,5.041,1,matrix ID PFP 1,0,0,1,1,1,Did not work
PFP,method_1,"1-Tosyl-2,5-dihydro-1H-pyrrole",16851-72-2,4.944,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,"2,2"",4,4""-Tetramethylbenzophenone",3478-88-4,5.821,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2,2,2-TRIFLUOROACETOPHENONE",434-45-7,4.355,1,matrix ID PFP 1,1,1,1,0,1,Did not work
PFP,method_1,"2,3,4-Trifluorobenzoic acid",61079-72-9,4.155,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2,3,6,7,10,11-Hexamethoxytriphenylene",808-57-1,5.448,1,matrix ID PFP 1,0,0,0,1,0,Did not work
PFP,method_1,"2,4,6-Tris(bromomethyl)mesitylene",21988-87-4,5.683,1,matrix ID PFP 1,0,0,0,1,0,Did not work
PFP,method_1,"2,4-Dichlorophenol",120-83-2,4.854,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2,6-Bis[(4S)-4-phenyl-2-oxazolinyl]pyridine",174500-20-0,5.172,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"2,6-Dichloroiodobenzene",19230-28-5,5.586,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2,6-Diisopropylphenol",2078-54-8,5.459,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2,6-Dimethoxy-1,4-benzoquinone",530-55-2,3.447,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"2,6-Dimethoxybenzoyl_chloride",1989-53-3,3.663,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,2-(3-Chlorophenoxy)propionic-acid,101-10-0,4.514,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-(4-Chlorobenzoyl)benzoic_acid,85-56-3,4.882,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,2-(Diphenylphosphino)benzoic-acid,17261-28-8,5.34,1,matrix ID PFP 1,0,0,1,1,1,Did not work
PFP,method_1,2-(Trifluoromethyl)pyridine-4-carboxylic_acid,131747-41-6,3.656,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,2-Amino-4-phenylphenol,1134-36-7,5.338,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,2-Amino-6-bromopyridine,19798-81-3,3.885,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Benzyloxybenzoic_acid,14389-86-7,4.889,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"2-Bromo-2',6'-diisopropoxy-1,1'-biphenyl",870703-70-1,6.072,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Bromo-5-(trifluoromethyl)benzaldehyde,102684-91-3,5.384,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Bromo-5-chlorotoluene,14495-51-3,3.237,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Bromoanthraquinone,572-83-8,5.589,1,matrix ID PFP 1,0,0,1,1,1,Did not work
PFP,method_1,2-Bromonaphthalen-1-ol,771-15-3,5.236,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Bromophenethylamine,65185-58-2,3.177,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Bromotoluene,95-46-5,5.409,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Hydroxy-4-(trifluoromethyl)aniline,454-82-0,4.598,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,2-Iodobenzaldehyde,26260-02-6,4.958,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Iodobenzyl_bromide,40400-13-3,3.862,1,matrix ID PFP 1,0,0,1,1,1,Did not work
PFP,method_1,2-Iodopyridine,5029-67-4,4.131,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,2-Isopropylthioxanthone,5495-84-1,5.888,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"2-Methyl-5-(trifluoromethyl)-1,3-benzoxazole",175785-41-8,5.112,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"3,3-Dimethyl-1-indanone",26465-81-6,4.854,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"3,4,5-TRIBROMO-1H-PYRAZOLE",17635-44-8,4.747,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,"3,4,7,8-Tetramethyl-1,10-phenanthroline",1660-93-1,3.915,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"3,5-Di-tert-butylbenzoic acid",16225-26-6,5.448,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"3,5-Dibromotoluene",1611-92-3,3.23,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,"3,5-Dimethylbenzoyl_chloride",6613-44-1,4.64,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"3,6-Dimethoxy-9H-carbazole",57103-01-2,5.178,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,3-(2-Naphthyl)acrylic_acid,51557-26-7,4.88,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,3-(Phenylthio)propanoic-acid,5219-65-8,4.525,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,3-(tert-Butoxycarbonyl)benzoic_acid,33704-19-7,4.895,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,3-Bromobenzoyl_chloride,1711-09-7,4.514,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,3-Bromopropionyl_chloride,15486-96-1,5.916,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,3-Chloro-4-methoxyaniline,5345-54-0,3.047,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,3-[[(9H-Fluoren-9-ylmethoxy)carbonyl]amino]-2-naphthalenecarboxylic acid,372159-75-6,5.821,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,"4,4',4''-Trimethoxytrityl chloride",49757-42-8,5.637,1,matrix ID PFP 1,1,0,0,1,1,Did not work
PFP,method_1,"4,4'-Dihydroxybiphenyl",92-88-6,4.349,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,"4,4'-Dimethoxybenzophenone",90-96-0,5.198,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"4,4?,4??-(1,3,5-TRIAZINE-2,4,6-TRIYL)TRIBENZALDEHYDE",443922-06-3,5.079,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,4-(Bromomethyl)benzoic_acid,6232-88-8,4.519,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,4-(Hydroxymethyl)phenylacetic-acid,73401-74-8,5.497,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,4-(Trifluoroacetyl)phenacyl-bromide,1980063-91-9,4.658,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,4-(Trifluoromethyl)benzylamine,3300-51-4,3.315,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"4-Bromo-3,5-dimethoxybenzoic acid",56518-42-4,4.615,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,4-Bromo-L-phenylalanine,24250-84-8,0.0,0,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,4-Chlorobenzenesulfonic_acid,98-66-8,2.148,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,4-Chloropyridine-3-carboxylic_acid,10177-29-4,1.342,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,"4-Hydroxy-3,5-diiodobenzoic acid",618-76-8,4.482,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,4-Hydroxyphthalic_acid,610-35-5,1.768,1,matrix ID PFP 1,1,0,1,0,0,Did not work
PFP,method_1,4-Methoxybiphenyl,613-37-6,5.52,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,4-Methoxytriphenylamine,4316-51-2,5.874,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,4-tert-Butylbenzoyl_chloride,1710-98-1,4.945,1,matrix ID PFP 1,1,1,1,0,1,Did not work
PFP,method_1,"5,7-Dimethyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxylic acid",87253-62-1,0.0,0,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,5-(Trifluoromethyl)indole,100846-24-0,5.318,1,matrix ID PFP 1,1,1,0,1,1,Did not work
PFP,method_1,5-(Trifluoromethyl)pyridine-2-carboxaldehyde,31224-82-5,3.624,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,5-Bromo-2-furoic_acid,585-70-6,3.206,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,5-Bromo-2-phenylpyridine,27012-25-5,5.416,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"6,6'-Dibromo-1,1'-bi-2-naphthol",13185-00-7,5.583,1,matrix ID PFP 1,0,1,1,0,0,Did not work
PFP,method_1,8-Isoquinolinecarboxaldehyde,787615-01-4,4.702,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,Allyl-alpha-D-glucopyranoside,7464-56-4,0.0,0,matrix ID PFP 1,1,0,1,0,0,Did not work
PFP,method_1,Aniline-2-sulfonic_acid,88-21-1,0.0,0,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,Bis(diphenylphosphino)methane,2071-20-7,6.087,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,DL-beta-Phenylalanine,614-19-7,0.0,0,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,Di-tert-butylcyclopentadiene,120937-44-2,4.495,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Dibenzyl-malonate,15014-25-2,5.438,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Dibromomaleic-acid,608-37-7,2.41,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,Diethyl 4-Methoxyphenylphosphonate,3762-33-2,5.367,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Diethyl_dibutylmalonate,596-75-8,5.916,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Diethyl_phenylmalonate,83-13-6,5.198,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"Dimethyl 1,3-cyclohexadiene-1,4-dicarboxylate",1659-95-6,5.562,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,"Dimethyl 2,2'-bipyridine-4,4'-dicarboxylate",71071-46-0,4.999,1,matrix ID PFP 1,0,0,0,0,1,Did not work
PFP,method_1,Dimethyl-propargylmalonate,95124-07-5,4.303,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl 2-cyclohexanoneacetate,24731-17-7,4.504,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl 3-thiopheneacetate,37784-63-7,4.873,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"Ethyl 4,4,4-trifluoroacetoacetate",372-31-6,3.766,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl mesitylglyoxylate,5524-57-2,4.246,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl-3-oxohexanoate,3249-68-1,4.475,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl-4-bromocrotonate,37746-78-4,4.813,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Ethyl-4-iodobenzoate,51934-41-9,5.45,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,FMOC-D-ORN(ALOC)-OH,214750-74-0,5.026,1,matrix ID PFP 1,1,0,1,0,1,Did not work
PFP,method_1,Flavanone,487-26-3,5.282,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,Flufenamic-acid,530-78-9,5.47,1,matrix ID PFP 1,1,1,1,0,1,Did not work
PFP,method_1,Hematein,475-25-2,4.551,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,METHYL 2-PHTHALIMIDOACETATE,23244-58-8,4.468,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,"Methyl 6-oxo-1,6-dihydropyridine-2-carboxylate",30062-34-1,2.625,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"Methyl-2,6-dimethoxybenzoate",2065-27-2,4.622,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Methyl-3-bromo-4-iodobenzoate,249647-24-3,5.478,1,matrix ID PFP 1,0,1,0,1,1,Did not work
PFP,method_1,"Methyl-6-Oxo-1,6-dihydropyridazine-3-carboxylate",63001-30-9,2.019,1,matrix ID PFP 1,0,0,1,0,0,Did not work
PFP,method_1,Methyl-diethylphosphonoacetate,1067-74-9,3.649,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,N(im)-Trityl-L-histidine,35146-32-8,4.144,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,"N,N-Dimethyl-L-phenylalanine",17469-89-5,1.754,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,N-Acetyl-L-tryptophan,1218-34-4,3.804,1,matrix ID PFP 1,1,0,1,0,0,Did not work
PFP,method_1,N-Benzylidenebenzylamine,780-25-6,4.253,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,N-Phthaloylglycine,4702-13-0,3.537,1,matrix ID PFP 1,1,1,1,0,1,Did not work
PFP,method_1,"N-[(1,1-Dimethylethoxy)carbonyl]-L-histidine methyl_ester",2488-14-4,3.194,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,N-[(Phenylmethoxy)carbonyl]-O-(phenylmethyl)-L-serine_,20806-43-3,4.91,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"N6-[(1,1-Dimethylethoxy)carbonyl]-N2-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-methyl-D-lysine",1315449-94-5,5.359,1,matrix ID PFP 1,0,1,1,1,1,Did not work
PFP,method_1,"N6-[(1,1-Dimethylethoxy)carbonyl]-N2-[(phenylmethoxy)carbonyl]-L-lysine",2389-60-8,4.837,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Nalpha-[(9H-Fluoren-9-ylmethoxy)carbonyl]-L-threonine tert-Butyl-Ester,120791-76-6,5.403,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Phenyl-benzoate,93-99-2,5.429,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,Pindolol,13523-86-9,3.378,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,Protocatechuic_acid,99-50-3,2.706,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,Suberic_acid_monomethyl_ester,3946-32-5,4.178,1,matrix ID PFP 1,1,0,1,0,1,Did not work
PFP,method_1,Z-D-Glu-OBzl,65706-99-2,4.963,1,matrix ID PFP 1,0,0,0,1,1,Did not work
PFP,method_1,Z-D-Phg-OH,17609-52-8,4.698,1,matrix ID PFP 1,1,0,1,1,1,Did not work
PFP,method_1,"meso-1,2-Dibromo-1,2-diphenylethane",13440-24-9,5.646,1,matrix ID PFP 1,0,0,0,1,0,Did not work
PFP,method_1,mono-tert-Butyl_succinate,15026-17-2,4.07,1,matrix ID PFP 1,1,1,1,0,0,Did not work
PFP,method_1,pentafluorobenzyl-bromide,1765-40-8,3.384,1,matrix ID PFP 1,1,1,1,1,1,Did not work
PFP,method_1,"trans-1,2-Bis(phenylsulfonyl)ethylene",963-16-6,5.132,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,trans-4-(9-Fluorenylmethyloxycarbonylaminomethyl)-cyclohexanoic_acid,188715-40-4,5.095,1,matrix ID PFP 1,0,0,0,0,0,Did not work
PFP,method_1,trans-Aconitic-acid,4023-65-8,0.0,0,matrix ID PFP 1,1,1,1,0,0,Did not work
PolarTec,method_1,(1-BROMOETHYL)BENZENE,585-71-7,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"(2,6-Dioxo-piperidin-4-yl)-acetic_acid",6258-28-2,3.569,1,matrix ID PolarTec 1,0,0,1,0,0,Did not work
PolarTec,method_1,(2-BENZYLOXYCARBONYLAMINO-ACETYLAMINO)-ACETIC_ACID,2566-19-0,0.0,0,matrix ID PolarTec 1,0,0,1,0,0,Did not work
PolarTec,method_1,(2S)-2-{[(9H-fluoren-9-ylmethoxy)carbonyl]amino}-4-hydroxybutanoic acid,172525-85-8,3.732,1,matrix ID PolarTec 1,0,0,1,0,0,Did not work
PolarTec,method_1,"(2S,5S)-1-Hydroxy-2,5-diphenylphospholane 1-oxide",474049-73-5,0.0,0,matrix ID PolarTec 1,0,0,0,0,1,Did not work
PolarTec,method_1,"(?S)-4-(1,1-Dimethylethoxy)-?-[[(9H-fluoren-9-ylmethoxy)carbonyl]amino]benzenebutanoic_acid",204384-69-0,6.277,1,matrix ID PolarTec 1,0,0,1,1,1,Did not work
PolarTec,method_1,(R)-(-)-2-Methoxy-2-phenylethanol,17628-72-7,4.365,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"(S)-(-)-2-Amino-3-methyl-1,1-diphenyl-1-butanol",78603-95-9,3.014,1,matrix ID PolarTec 1,0,1,1,1,1,Did not work
PolarTec,method_1,(S)-Benzyl 2-(((S)-1-methoxy-4-methyl-1-oxopentan-2-yl)carbamoyl)pyrrolidine-1-carboxylate,2873-37-2,5.47,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"1,1,1-Tris(4-hydroxyphenyl)ethane",27955-94-8,5.602,1,matrix ID PolarTec 1,1,1,1,0,0,Did not work
PolarTec,method_1,"1,1,3-Triphenylpropargyl alcohol",1522-13-0,6.401,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"1,2-Bis(4-hydroxyphenyl)ethane-1,2-dione",33288-79-8,5.685,1,matrix ID PolarTec 1,1,0,1,0,0,Did not work
PolarTec,method_1,"1,3-Bis(trifluoromethyl)-5-bromobenzene",328-70-1,6.506,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"1,3-Butanediol-diacrylate",19485-03-1,5.31,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"1,3-Dimethyl 2-[(4-methoxyphenyl)methylene]propanedioate",7443-25-6,5.496,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"1,3-Diphenylacetone_p-tosylhydrazone",19816-88-7,6.301,1,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,"1,4-Bis(bromomethyl)-2,3,5,6-tetrafluorobenzene_",776-40-9,6.311,1,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,"1,4-Cyclohexanedicarboxylic-acid",1076-97-7,5.063,1,matrix ID PolarTec 1,1,0,0,0,1,Did not work
PolarTec,method_1,"1,4-Dibromo-2,3-butanedione",6305-43-7,4.258,1,matrix ID PolarTec 1,1,1,1,1,0,Did not work
PolarTec,method_1,1-(4-Biphenyl)-1-ethanol,3562-73-0,5.763,1,matrix ID PolarTec 1,1,1,0,1,0,Did not work
PolarTec,method_1,"1-(9H-Fluoren-9-ylmethyl) (2S,4S)-4-[[(1,1-dimethylethoxy)carbonyl]amino]-1,2-pyrrolidinedicarboxylate_",221352-74-5,0.0,0,matrix ID PolarTec 1,1,0,1,1,1,Did not work
PolarTec,method_1,1-(tert-Butoxycarbonyl)-4-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-piperazinecarboxylic_acid,218278-58-1,0.0,0,matrix ID PolarTec 1,0,0,1,1,1,Did not work
PolarTec,method_1,1-BROMO-3-METHYLBUTANE,107-82-4,6.308,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,1-Benzofuran-5-carboxylic_acid,90721-27-0,0.0,0,matrix ID PolarTec 1,0,0,0,0,0,Did not work
PolarTec,method_1,1-Benzylpiperidine,2905-56-8,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,1-Bromo-4-(trifluoromethoxy)benzene,407-14-7,6.395,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,1-Bromopentanemethylbenzene,5153-40-2,0.0,0,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,1-Phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic_acid,98534-81-7,6.759,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,1-Pyrenemethanol,24463-15-8,6.426,1,matrix ID PolarTec 1,0,0,1,1,1,Did not work
PolarTec,method_1,"1-Tosyl-2,5-dihydro-1H-pyrrole",16851-72-2,5.458,1,matrix ID PolarTec 1,0,1,1,1,1,Did not work
PolarTec,method_1,"2,2"",4,4""-Tetramethylbenzophenone",3478-88-4,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2,2,2-TRIFLUOROACETOPHENONE",434-45-7,4.892,1,matrix ID PolarTec 1,1,1,1,0,1,Did not work
PolarTec,method_1,"2,3,4-Trifluorobenzoic acid",61079-72-9,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2,3,6,7,10,11-Hexamethoxytriphenylene",808-57-1,6.081,1,matrix ID PolarTec 1,0,0,0,1,0,Did not work
PolarTec,method_1,"2,4,6-Tris(bromomethyl)mesitylene",21988-87-4,6.749,1,matrix ID PolarTec 1,0,0,0,1,0,Did not work
PolarTec,method_1,"2,4-Dichlorophenol",120-83-2,6.191,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2,6-Bis[(4S)-4-phenyl-2-oxazolinyl]pyridine",174500-20-0,5.752,1,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,"2,6-Dichloroiodobenzene",19230-28-5,6.749,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2,6-Diisopropylphenol",2078-54-8,6.456,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2,6-Dimethoxy-1,4-benzoquinone",530-55-2,3.784,1,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,"2,6-Dimethoxybenzoyl_chloride",1989-53-3,0.0,0,matrix ID PolarTec 1,0,0,0,1,1,Did not work
PolarTec,method_1,2-(3-Chlorophenoxy)propionic-acid,101-10-0,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-(4-Chlorobenzoyl)benzoic_acid,85-56-3,0.0,0,matrix ID PolarTec 1,1,0,1,1,1,Did not work
PolarTec,method_1,2-(Diphenylphosphino)benzoic-acid,17261-28-8,0.0,0,matrix ID PolarTec 1,0,0,1,1,1,Did not work
PolarTec,method_1,2-(Trifluoromethyl)pyridine-4-carboxylic_acid,131747-41-6,0.0,0,matrix ID PolarTec 1,1,1,1,0,0,Did not work
PolarTec,method_1,2-Amino-4-phenylphenol,1134-36-7,4.969,1,matrix ID PolarTec 1,0,0,1,0,0,Did not work
PolarTec,method_1,2-Amino-6-bromopyridine,19798-81-3,4.595,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-Benzyloxybenzoic_acid ,14389-86-7,6.665,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,"2-Bromo-2',6'-diisopropoxy-1,1'-biphenyl",870703-70-1,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-Bromo-5-(trifluoromethyl)benzaldehyde,102684-91-3,6.015,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-Bromo-5-chlorotoluene,14495-51-3,6.784,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-Bromoanthraquinone,572-83-8,0.0,0,matrix ID PolarTec 1,0,0,1,1,1,Did not work
PolarTec,method_1,2-Bromonaphthalen-1-ol,771-15-3,6.324,1,matrix ID PolarTec 1,1,1,1,1,1,Did not work
PolarTec,method_1,2-Bromophenethylamine,65185-58-2,0.0,0,matrix ID PolarTec 1,1,1,1,1,1,Did not work
